#Frame      RoG_00005 RoG_00005[Max]
       1      16.2875        21.6774
       2      16.2140        21.5886
       3      16.2647        21.6929
       4      16.2570        21.8926
       5      16.3133        22.1426
       6      16.3677        21.9122
       7      16.3129        21.7422
       8      16.3253        22.2583
       9      16.3363        21.5344
      10      16.3352        21.6552
      11      16.2600        21.1527
      12      16.2947        21.6944
      13      16.2993        21.7060
      14      16.2628        21.9201
      15      16.2311        20.9250
      16      16.2986        21.1563
      17      16.3552        21.8281
      18      16.2759        22.1268
      19      16.2227        21.4352
      20      16.3039        21.7416
      21      16.2597        21.7777
      22      16.2924        21.8660
      23      16.3187        21.9228
      24      16.3277        22.3383
      25      16.2676        21.3628
      26      16.2299        21.7591
      27      16.2664        21.5603
      28      16.2897        22.3428
      29      16.2947        21.6088
      30      16.3351        22.6041
      31      16.2692        22.0325
      32      16.2366        21.8544
      33      16.3424        22.0828
      34      16.3489        22.2950
      35      16.3106        22.0853
      36      16.3223        22.4004
      37      16.2904        21.8904
      38      16.3192        21.8767
      39      16.2389        21.3427
      40      16.3213        21.3457
      41      16.2818        21.3186
      42      16.3056        22.3249
      43      16.2975        21.6437
      44      16.2815        21.6864
      45      16.2719        21.4280
      46      16.3085        21.5806
      47      16.3792        21.9108
      48      16.3661        21.9761
      49      16.2997        21.9602
      50      16.2814        21.4772
      51      16.3643        21.0013
      52      16.3431        21.7210
      53      16.2567        21.2876
      54      16.3192        21.3859
      55      16.2904        21.1033
      56      16.3022        21.0307
      57      16.3080        22.2102
      58      16.3093        21.0711
      59      16.2651        21.5174
      60      16.3207        21.1064
      61      16.2794        20.7669
      62      16.3420        22.1071
      63      16.3480        22.0655
      64      16.4163        21.5197
      65      16.2026        20.8179
      66      16.3082        21.8849
      67      16.3449        21.8821
      68      16.2755        21.4908
      69      16.1779        21.2437
      70      16.3446        21.6103
      71      16.3440        21.4261
      72      16.2991        21.3899
      73      16.3289        20.9395
      74      16.3410        21.1166
      75      16.2435        21.7258
      76      16.2847        21.6072
      77      16.3057        22.1278
      78      16.2931        21.4595
      79      16.3034        22.4533
      80      16.3324        22.8778
      81      16.3245        21.6296
      82      16.3197        21.4360
      83      16.3372        21.4544
      84      16.3194        21.4103
      85      16.2894        21.4650
      86      16.2909        21.4703
      87      16.2255        21.0996
      88      16.2618        20.5587
      89      16.2876        21.2745
      90      16.3007        21.5113
      91      16.3271        21.1747
      92      16.2780        21.1353
      93      16.3011        21.1486
      94      16.3017        20.9527
      95      16.3173        21.3578
      96      16.3329        22.0529
      97      16.3359        22.4161
      98      16.3755        22.2263
      99      16.3702        21.7072
     100      16.3294        21.7800
     101      16.3150        21.8535
     102      16.3548        21.0885
     103      16.3479        21.7707
     104      16.3076        21.5849
     105      16.3125        21.5743
     106      16.2657        21.2342
     107      16.2736        21.6733
     108      16.3111        21.2070
     109      16.2621        21.3720
     110      16.2517        21.4982
     111      16.2342        21.1296
     112      16.2849        21.4408
     113      16.2864        20.9086
     114      16.2602        21.3586
     115      16.2816        22.9119
     116      16.2535        22.2243
     117      16.2183        21.8133
     118      16.2605        21.0981
     119      16.2099        21.8016
     120      16.2027        21.0195
     121      16.2213        21.8306
     122      16.1841        21.5141
     123      16.2416        21.2096
     124      16.2960        21.3561
     125      16.2751        21.7199
     126      16.2938        21.5837
     127      16.2692        21.3044
     128      16.3306        21.6703
     129      16.3097        21.5213
     130      16.2067        21.5717
     131      16.1734        21.8790
     132      16.2329        20.5390
     133      16.2893        20.9702
     134      16.2550        21.0466
     135      16.2305        20.4153
     136      16.2531        21.0299
     137      16.2279        21.2610
     138      16.1827        21.3902
     139      16.2681        21.2391
     140      16.2428        21.3639
     141      16.2988        21.7107
     142      16.2968        22.0020
     143      16.2490        21.2994
     144      16.2003        21.3263
     145      16.2493        21.7551
     146      16.2113        21.2555
     147      16.2780        21.9635
     148      16.3029        22.2215
     149      16.3304        21.4126
     150      16.3100        21.1543
     151      16.3476        22.4477
     152      16.3463        21.8298
     153      16.2487        22.0616
     154      16.3189        21.6455
     155      16.2763        20.9043
     156      16.2427        21.5631
     157      16.2308        21.3990
     158      16.2011        21.6174
     159      16.2520        22.2988
     160      16.2551        22.2030
     161      16.2392        21.3578
     162      16.2873        21.9833
     163      16.2297        21.8099
     164      16.2668        21.5658
     165      16.1886        22.0206
     166      16.2171        21.8012
     167      16.3403        22.1677
     168      16.2850        21.7065
     169      16.3135        22.1247
     170      16.2953        20.8217
     171      16.3192        21.9712
     172      16.2698        21.9719
     173      16.3461        22.5536
     174      16.3161        21.9494
     175      16.2660        21.0954
     176      16.2237        20.7526
     177      16.3044        21.8472
     178      16.2137        20.9652
     179      16.3863        21.9048
     180      16.2001        21.1855
     181      16.2723        21.6969
     182      16.2459        21.4386
     183      16.2387        21.5421
     184      16.2017        21.4422
     185      16.2244        22.1062
     186      16.2062        21.4658
     187      16.2401        21.7660
     188      16.2640        21.4027
     189      16.2746        21.7615
     190      16.2955        20.7696
     191      16.2998        22.2011
     192      16.3205        22.1117
     193      16.2346        21.7591
     194      16.2404        21.7887
     195      16.2589        21.9664
     196      16.2570        22.0352
     197      16.2293        21.3259
     198      16.3102        21.2345
     199      16.3038        21.1847
     200      16.4155        21.6480
     201      16.2479        21.6475
