#Frame      RoG_00005 RoG_00005[Max]
       1      16.1732        21.3138
       2      16.2109        21.4774
       3      16.3041        20.6836
       4      16.2138        21.0193
       5      16.3138        21.1536
       6      16.3065        21.7217
       7      16.3291        22.1927
       8      16.2633        21.4925
       9      16.1999        21.5769
      10      16.2237        22.5504
      11      16.1972        21.0463
      12      16.2138        21.3751
      13      16.2263        20.7438
      14      16.1525        20.8736
      15      16.1977        21.0787
      16      16.2785        21.1496
      17      16.2208        21.2400
      18      16.1989        21.8362
      19      16.1872        21.1934
      20      16.2309        21.1128
      21      16.2383        21.6820
      22      16.2402        21.3448
      23      16.2491        21.2492
      24      16.2516        21.2627
      25      16.1679        21.7893
      26      16.1510        20.6496
      27      16.2409        21.1809
      28      16.2633        22.0318
      29      16.2205        21.2440
      30      16.2317        22.4598
      31      16.2603        21.4235
      32      16.2336        21.4741
      33      16.2422        21.0612
      34      16.2900        21.5628
      35      16.3453        22.2157
      36      16.2376        21.2385
      37      16.3036        21.5591
      38      16.2364        21.3282
      39      16.2737        21.8405
      40      16.2549        21.5705
      41      16.2690        21.2544
      42      16.2573        21.3923
      43      16.2542        21.0725
      44      16.3008        21.1340
      45      16.2725        21.2351
      46      16.3025        21.5044
      47      16.2934        21.1722
      48      16.2109        20.9482
      49      16.2111        21.0348
      50      16.3153        21.2024
      51      16.2702        21.4000
      52      16.3511        28.7995
      53      16.2921        20.9957
      54      16.3584        21.8629
      55      16.2771        21.0410
      56      16.2794        20.9695
      57      16.3158        21.3676
      58      16.2689        20.5002
      59      16.3080        21.5016
      60      16.3515        21.4831
      61      16.3300        20.7903
      62      16.2752        21.3805
      63      16.2655        21.1266
      64      16.3048        21.2951
      65      16.2569        21.3758
      66      16.2556        20.6346
      67      16.2502        21.1658
      68      16.2212        21.7589
      69      16.2758        20.8765
      70      16.2305        20.4585
      71      16.2016        21.1095
      72      16.2376        21.7151
      73      16.2719        21.4703
      74      16.3499        21.5325
      75      16.2495        21.1573
      76      16.2935        21.3762
      77      16.3082        20.7414
      78      16.2863        21.1184
      79      16.2511        21.2879
      80      16.2606        20.9238
      81      16.2741        21.0747
